DataId,Indicator,Value,Precision,SurveyYear,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicCategory,CharacteristicLabel,IsPreferred,SDRID,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
302265,Place of delivery: don't know or missing,2.1,1,1998,RH_DELP_C_DKM,83566050,S,1000,Total,Total,FALSE,RHDELPCDKM,4992,5066,NA,NA,NA
3674,Place of delivery: don't know or missing,1.2,1,1998,RH_DELP_C_DKM,83566050,S,1000,Total,Total,TRUE,RHDELPCDKM,2081,2113,NA,NA,NA
334591,Place of delivery: Total,100,1,1998,RH_DELP_C_TOT,83566060,T,1000,Total,Total,FALSE,RHDELPCTOT,3072,3119,NA,NA,NA
334596,Place of delivery: Health facility,84.5,1,1998,RH_DELP_C_DHF,83566070,I,1000,Total,Total,FALSE,RHDELPCDHF,3072,3119,NA,NA,NA
302268,Place of delivery: Health facility,83.4,1,1998,RH_DELP_C_DHF,83566070,I,1000,Total,Total,FALSE,RHDELPCDHF,4992,5066,NA,NA,NA
3675,Place of delivery: Health facility,85.2,1,1998,RH_DELP_C_DHF,83566070,I,1000,Total,Total,TRUE,RHDELPCDHF,2081,2113,NA,NA,NA
205512,Number of live births (or stillbirths) in the last two (or three/five) years,3072,0,1998,RH_DELP_C_NUM,83566080,D,1000,Total,Total,FALSE,RHDELPCNUM,2081,3119,NA,NA,NA
387438,Number of live births (or stillbirths) in the last two (or three/five) years,4992,0,1998,RH_DELP_C_NUM,83566080,D,1000,Total,Total,FALSE,RHDELPCNUM,2081,5066,NA,NA,NA
15543,Number of live births (or stillbirths) in the last two (or three/five) years,2081,0,1998,RH_DELP_C_NUM,83566080,D,1000,Total,Total,TRUE,RHDELPCNUM,2081,2113,NA,NA,NA
334602,Number of live births (or stillbirths) in the last two (or three/five) years (unweighted),3119,0,1998,RH_DELP_C_UNW,83566090,U,1000,Total,Total,FALSE,RHDELPCUNW,3072,2113,NA,NA,NA
31685,Number of live births (or stillbirths) in the last two (or three/five) years (unweighted),5066,0,1998,RH_DELP_C_UNW,83566090,U,1000,Total,Total,FALSE,RHDELPCUNW,4992,2113,NA,NA,NA
399374,Number of live births (or stillbirths) in the last two (or three/five) years (unweighted),2113,0,1998,RH_DELP_C_UNW,83566090,U,1000,Total,Total,TRUE,RHDELPCUNW,2081,2113,NA,NA,NA
508217,Assistance during delivery: Doctor,29.3,1,1998,RH_DELA_C_DOC,83606010,I,1000,Total,Total,FALSE,RHDELACDOC,3072,3119,NA,NA,NA
413496,Assistance during delivery: Doctor,30,1,1998,RH_DELA_C_DOC,83606010,I,1000,Total,Total,FALSE,RHDELACDOC,4992,5066,NA,NA,NA
15526,Assistance during delivery: Doctor,28.2,1,1998,RH_DELA_C_DOC,83606010,I,1000,Total,Total,TRUE,RHDELACDOC,2081,2113,NA,NA,NA
508216,Assistance during delivery: Nurse/midwife,56.1,1,1998,RH_DELA_C_NRS,83606020,I,1000,Total,Total,FALSE,RHDELACNRS,3072,3119,NA,NA,NA
413492,Assistance during delivery: Nurse/midwife,54.4,1,1998,RH_DELA_C_NRS,83606020,I,1000,Total,Total,FALSE,RHDELACNRS,4992,5066,NA,NA,NA
15523,Assistance during delivery: Nurse/midwife,58.1,1,1998,RH_DELA_C_NRS,83606020,I,1000,Total,Total,TRUE,RHDELACNRS,2081,2113,NA,NA,NA
508218,Assistance during delivery: Traditional birth attendant,1.4,1,1998,RH_DELA_C_TBA,83606060,I,1000,Total,Total,FALSE,RHDELACTBA,3072,3119,NA,NA,NA
15527,Assistance during delivery: Traditional birth attendant,1.2,1,1998,RH_DELA_C_TBA,83606060,I,1000,Total,Total,TRUE,RHDELACTBA,2081,2113,NA,NA,NA
508214,Assistance during delivery: Relative or other,9.9,1,1998,RH_DELA_C_REL,83606070,I,1000,Total,Total,FALSE,RHDELACREL,3072,3119,NA,NA,NA
413490,Assistance during delivery: Relative or other,10.5,1,1998,RH_DELA_C_REL,83606070,I,1000,Total,Total,FALSE,RHDELACREL,4992,5066,NA,NA,NA
15524,Assistance during delivery: Relative or other,9.7,1,1998,RH_DELA_C_REL,83606070,I,1000,Total,Total,TRUE,RHDELACREL,2081,2113,NA,NA,NA
508219,Assistance during delivery: No one,2.1,1,1998,RH_DELA_C_NON,83606080,I,1000,Total,Total,FALSE,RHDELACNON,3072,3119,NA,NA,NA
15528,Assistance during delivery: No one,1.8,1,1998,RH_DELA_C_NON,83606080,I,1000,Total,Total,TRUE,RHDELACNON,2081,2113,NA,NA,NA
508215,Assistance during delivery: don't know or missing,1.2,1,1998,RH_DELA_C_DKM,83606090,S,1000,Total,Total,FALSE,RHDELACDKM,3072,3119,NA,NA,NA
413491,Assistance during delivery: don't know or missing,1.7,1,1998,RH_DELA_C_DKM,83606090,S,1000,Total,Total,FALSE,RHDELACDKM,4992,5066,NA,NA,NA
15525,Assistance during delivery: don't know or missing,0.9,1,1998,RH_DELA_C_DKM,83606090,S,1000,Total,Total,TRUE,RHDELACDKM,2081,2113,NA,NA,NA
508220,Assistance during delivery: Total,100,1,1998,RH_DELA_C_TOT,83606100,T,1000,Total,Total,FALSE,RHDELACTOT,3072,3119,NA,NA,NA
508221,Assistance during delivery from a skilled provider,85.5,1,1998,RH_DELA_C_SKP,83606110,I,1000,Total,Total,FALSE,RHDELACSKP,3072,3119,NA,NA,NA
413494,Assistance during delivery from a skilled provider,84.4,1,1998,RH_DELA_C_SKP,83606110,I,1000,Total,Total,FALSE,RHDELACSKP,4992,5066,NA,NA,NA
15521,Assistance during delivery from a skilled provider,86.4,1,1998,RH_DELA_C_SKP,83606110,I,1000,Total,Total,TRUE,RHDELACSKP,2081,2113,NA,NA,NA
508222,Delivery by cesarean section,15.4,1,1998,RH_DELA_C_CSC,83606120,I,1000,Total,Total,FALSE,RHDELACCSC,3072,3119,NA,NA,NA
413495,Delivery by cesarean section,15.5,1,1998,RH_DELA_C_CSC,83606120,I,1000,Total,Total,FALSE,RHDELACCSC,4992,5066,NA,NA,NA
15522,Delivery by cesarean section,15.1,1,1998,RH_DELA_C_CSC,83606120,I,1000,Total,Total,TRUE,RHDELACCSC,2081,2113,NA,NA,NA
598577,Children with symptoms of ARI,21.9,1,1998,CH_ARIS_C_ARI,93966010,I,1000,Total,Total,FALSE,CHARISCARI,2912,2958,NA,NA,NA
397915,Children with symptoms of ARI,19.3,1,1998,CH_ARIS_C_ARI,93966010,I,1000,Total,Total,TRUE,CHARISCARI,4740,4797,NA,NA,NA
598578,Number of children born in the last five (or three) years,2912,0,1998,CH_ARIS_C_NUM,93966020,D,1000,Total,Total,FALSE,CHARISCNUM,4740,2958,NA,NA,NA
384931,Number of children born in the last five (or three) years,4740,0,1998,CH_ARIS_C_NUM,93966020,D,1000,Total,Total,TRUE,CHARISCNUM,4740,4797,NA,NA,NA
139860,Number of children born in the last five (or three) years (unweighted),2958,0,1998,CH_ARIS_C_UNW,93966030,U,1000,Total,Total,FALSE,CHARISCUNW,2912,4797,NA,NA,NA
26068,Number of children born in the last five (or three) years (unweighted),4797,0,1998,CH_ARIS_C_UNW,93966030,U,1000,Total,Total,TRUE,CHARISCUNW,4740,4797,NA,NA,NA
450750,Children with ARI for whom advice or treatment was sought,81.9,1,1998,CH_ARIS_C_ADV,93966040,I,1000,Total,Total,FALSE,CHARISCADV,637,607,NA,NA,NA
665172,Children with ARI for whom advice or treatment was sought,78.2,1,1998,CH_ARIS_C_ADV,93966040,I,1000,Total,Total,TRUE,CHARISCADV,913,862,NA,NA,NA
457030,Number of children with symptoms of ARI born in the last five (or three) years,637,0,1998,CH_ARIS_C_NM2,93966060,D,1000,Total,Total,FALSE,CHARISCNM2,913,607,NA,NA,NA
658945,Number of children with symptoms of ARI born in the last five (or three) years,913,0,1998,CH_ARIS_C_NM2,93966060,D,1000,Total,Total,TRUE,CHARISCNM2,913,862,NA,NA,NA
320333,Number of children with symptoms of ARI born in the last five (or three) years (unweighted),607,0,1998,CH_ARIS_C_UN2,93966070,U,1000,Total,Total,FALSE,CHARISCUN2,637,862,NA,NA,NA
32724,Number of children with symptoms of ARI born in the last five (or three) years (unweighted),862,0,1998,CH_ARIS_C_UN2,93966070,U,1000,Total,Total,TRUE,CHARISCUN2,913,862,NA,NA,NA
15037,Treatment of diarrhea: Advice or treatment was sought,62.1,1,1998,CH_DIAT_C_ADV,94096010,I,1000,Total,Total,FALSE,CHDIATCADV,508,523,NA,NA,NA
607611,Treatment of diarrhea: Advice or treatment was sought,60.6,1,1998,CH_DIAT_C_ADV,94096010,I,1000,Total,Total,TRUE,CHDIATCADV,627,634,NA,NA,NA
15031,Treatment of diarrhea: Oral rehydration solution (ORS),52.7,1,1998,CH_DIAT_C_ORS,94096020,I,1000,Total,Total,FALSE,CHDIATCORS,508,523,NA,NA,NA
607606,Treatment of diarrhea: Oral rehydration solution (ORS),51.2,1,1998,CH_DIAT_C_ORS,94096020,I,1000,Total,Total,TRUE,CHDIATCORS,627,634,NA,NA,NA
15032,Treatment of diarrhea: Recommended home fluids (RHF) at home,70.6,1,1998,CH_DIAT_C_RHF,94096030,I,1000,Total,Total,FALSE,CHDIATCRHF,508,523,NA,NA,NA
607607,Treatment of diarrhea: Recommended home fluids (RHF) at home,68.6,1,1998,CH_DIAT_C_RHF,94096030,I,1000,Total,Total,TRUE,CHDIATCRHF,627,634,NA,NA,NA
15033,Treatment of diarrhea: Either ORS or RHF,83.1,1,1998,CH_DIAT_C_ORT,94096040,I,1000,Total,Total,FALSE,CHDIATCORT,508,523,NA,NA,NA
607608,Treatment of diarrhea: Either ORS or RHF,81,1,1998,CH_DIAT_C_ORT,94096040,I,1000,Total,Total,TRUE,CHDIATCORT,627,634,NA,NA,NA
15034,Treatment of diarrhea: Increased fluids,56.6,1,1998,CH_DIAT_C_INC,94096050,I,1000,Total,Total,FALSE,CHDIATCINC,508,523,NA,NA,NA
607609,Treatment of diarrhea: Increased fluids,57.1,1,1998,CH_DIAT_C_INC,94096050,I,1000,Total,Total,TRUE,CHDIATCINC,627,634,NA,NA,NA
15035,Treatment of diarrhea: ORT or increased fluids,90.2,1,1998,CH_DIAT_C_ORI,94096060,I,1000,Total,Total,FALSE,CHDIATCORI,508,523,NA,NA,NA
607610,Treatment of diarrhea: ORT or increased fluids,89.1,1,1998,CH_DIAT_C_ORI,94096060,I,1000,Total,Total,TRUE,CHDIATCORI,627,634,NA,NA,NA
15036,"Treatment of diarrhea: No ORS, RHF or increased fluids",9.8,1,1998,CH_DIAT_C_NON,94096070,I,1000,Total,Total,FALSE,CHDIATCNON,508,523,NA,NA,NA
607614,"Treatment of diarrhea: No ORS, RHF or increased fluids",10.9,1,1998,CH_DIAT_C_NON,94096070,I,1000,Total,Total,TRUE,CHDIATCNON,627,634,NA,NA,NA
15039,Treatment of diarrhea: Intravenous solution,0.5,1,1998,CH_DIAT_C_IVS,94096110,I,1000,Total,Total,FALSE,CHDIATCIVS,508,523,NA,NA,NA
607615,Treatment of diarrhea: Intravenous solution,0.4,1,1998,CH_DIAT_C_IVS,94096110,I,1000,Total,Total,TRUE,CHDIATCIVS,627,634,NA,NA,NA
15040,Treatment of diarrhea: Home remedy - other,87.6,1,1998,CH_DIAT_C_HOM,94096130,I,1000,Total,Total,FALSE,CHDIATCHOM,508,523,NA,NA,NA
607617,Treatment of diarrhea: Home remedy - other,86.3,1,1998,CH_DIAT_C_HOM,94096130,I,1000,Total,Total,TRUE,CHDIATCHOM,627,634,NA,NA,NA
15041,Treatment of diarrhea: No treatment,0.6,1,1998,CH_DIAT_C_NOT,94096140,I,1000,Total,Total,FALSE,CHDIATCNOT,508,523,NA,NA,NA
607618,Treatment of diarrhea: No treatment,0.5,1,1998,CH_DIAT_C_NOT,94096140,I,1000,Total,Total,TRUE,CHDIATCNOT,627,634,NA,NA,NA
15038,Treatment of diarrhea: don't know or missing,0.9,1,1998,CH_DIAT_C_DKM,94096150,S,1000,Total,Total,FALSE,CHDIATCDKM,508,523,NA,NA,NA
607612,Treatment of diarrhea: don't know or missing,1.7,1,1998,CH_DIAT_C_DKM,94096150,S,1000,Total,Total,TRUE,CHDIATCDKM,627,634,NA,NA,NA
16468,Number of children born in the last five (or three) years,508,0,1998,CH_DIAT_C_NUM,94096160,D,1000,Total,Total,FALSE,CHDIATCNUM,627,523,NA,NA,NA
604853,Number of children born in the last five (or three) years,627,0,1998,CH_DIAT_C_NUM,94096160,D,1000,Total,Total,TRUE,CHDIATCNUM,627,634,NA,NA,NA
280214,Number of children born in the last five (or three) years (unweighted),523,0,1998,CH_DIAT_C_UNW,94096170,U,1000,Total,Total,FALSE,CHDIATCUNW,508,634,NA,NA,NA
27506,Number of children born in the last five (or three) years (unweighted),634,0,1998,CH_DIAT_C_UNW,94096170,U,1000,Total,Total,TRUE,CHDIATCUNW,627,634,NA,NA,NA
157227,Antenatal care provider: Doctor,17.1,1,2016,RH_ANCP_W_DOC,83363010,I,1000,Total,Total,FALSE,RHANCPWDOC,1962,1977,NA,NA,NA
157234,Antenatal care provider: Doctor,16.1,1,2016,RH_ANCP_W_DOC,83363010,I,1000,Total,Total,TRUE,RHANCPWDOC,1386,1376,NA,NA,NA
157230,Antenatal care provider: Nurse/midwife,76.8,1,2016,RH_ANCP_W_NRS,83363020,I,1000,Total,Total,FALSE,RHANCPWNRS,1962,1977,NA,NA,NA
653707,Antenatal care provider: Nurse/midwife,76.6,1,2016,RH_ANCP_W_NRS,83363020,I,1000,Total,Total,FALSE,RHANCPWNRS,3036,3036,NA,NA,NA
157238,Antenatal care provider: Nurse/midwife,77,1,2016,RH_ANCP_W_NRS,83363020,I,1000,Total,Total,TRUE,RHANCPWNRS,1386,1376,NA,NA,NA
157228,Antenatal care provider: Other,0.6,1,2016,RH_ANCP_W_OTH,83363080,I,1000,Total,Total,FALSE,RHANCPWOTH,1962,1977,NA,NA,NA
157235,Antenatal care provider: Other,0.5,1,2016,RH_ANCP_W_OTH,83363080,I,1000,Total,Total,TRUE,RHANCPWOTH,1386,1376,NA,NA,NA
157229,No antenatal care,5.5,1,2016,RH_ANCP_W_NON,83363100,I,1000,Total,Total,FALSE,RHANCPWNON,1962,1977,NA,NA,NA
653705,No antenatal care,5.7,1,2016,RH_ANCP_W_NON,83363100,I,1000,Total,Total,FALSE,RHANCPWNON,3036,3036,NA,NA,NA
157236,No antenatal care,6.5,1,2016,RH_ANCP_W_NON,83363100,I,1000,Total,Total,TRUE,RHANCPWNON,1386,1376,NA,NA,NA
157232,Antenatal care: Total,100,1,2016,RH_ANCP_W_TOT,83363110,T,1000,Total,Total,FALSE,RHANCPWTOT,1962,1977,NA,NA,NA
157226,Antenatal care from a skilled provider,93.9,1,2016,RH_ANCP_W_SKP,83363120,I,1000,Total,Total,FALSE,RHANCPWSKP,1962,1977,NA,NA,NA
653706,Antenatal care from a skilled provider,93.7,1,2016,RH_ANCP_W_SKP,83363120,I,1000,Total,Total,FALSE,RHANCPWSKP,3036,3036,NA,NA,NA
157233,Antenatal care from a skilled provider,93.1,1,2016,RH_ANCP_W_SKP,83363120,I,1000,Total,Total,TRUE,RHANCPWSKP,1386,1376,NA,NA,NA
157244,Number of women with a live birth (or stillbirth) in the last two (or three/five) years,1962,0,2016,RH_ANCP_W_NUM,83363130,D,1000,Total,Total,FALSE,RHANCPWNUM,1386,1977,NA,NA,NA
657480,Number of women with a live birth (or stillbirth) in the last two (or three/five) years,3036,0,2016,RH_ANCP_W_NUM,83363130,D,1000,Total,Total,FALSE,RHANCPWNUM,1386,3036,NA,NA,NA
157237,Number of women with a live birth (or stillbirth) in the last two (or three/five) years,1386,0,2016,RH_ANCP_W_NUM,83363130,D,1000,Total,Total,TRUE,RHANCPWNUM,1386,1376,NA,NA,NA
157240,Number of women with a live birth (or stillbirth) in the last two (or three/five) years (unweighted),1977,0,2016,RH_ANCP_W_UNW,83363140,U,1000,Total,Total,FALSE,RHANCPWUNW,1962,1376,NA,NA,NA
339335,Number of women with a live birth (or stillbirth) in the last two (or three/five) years (unweighted),3036,0,2016,RH_ANCP_W_UNW,83363140,U,1000,Total,Total,FALSE,RHANCPWUNW,3036,1376,NA,NA,NA
157242,Number of women with a live birth (or stillbirth) in the last two (or three/five) years (unweighted),1376,0,2016,RH_ANCP_W_UNW,83363140,U,1000,Total,Total,TRUE,RHANCPWUNW,1386,1376,NA,NA,NA
157346,Place of delivery: Public sector,88.3,1,2016,RH_DELP_C_PUB,83566010,I,1000,Total,Total,FALSE,RHDELPCPUB,2091,2105,NA,NA,NA
157314,Place of delivery: Public sector,87.4,1,2016,RH_DELP_C_PUB,83566010,I,1000,Total,Total,FALSE,RHDELPCPUB,3572,3548,NA,NA,NA
463685,Place of delivery: Public sector,88.4,1,2016,RH_DELP_C_PUB,83566010,I,1000,Total,Total,TRUE,RHDELPCPUB,1414,1406,NA,NA,NA
157339,Place of delivery: Private sector,7.7,1,2016,RH_DELP_C_PRV,83566020,I,1000,Total,Total,FALSE,RHDELPCPRV,2091,2105,NA,NA,NA
157315,Place of delivery: Private sector,8.5,1,2016,RH_DELP_C_PRV,83566020,I,1000,Total,Total,FALSE,RHDELPCPRV,3572,3548,NA,NA,NA
157340,Place of delivery: At home,3.6,1,2016,RH_DELP_C_HOM,83566030,I,1000,Total,Total,FALSE,RHDELPCHOM,2091,2105,NA,NA,NA
157316,Place of delivery: At home,3.7,1,2016,RH_DELP_C_HOM,83566030,I,1000,Total,Total,FALSE,RHDELPCHOM,3572,3548,NA,NA,NA
463683,Place of delivery: At home,3.4,1,2016,RH_DELP_C_HOM,83566030,I,1000,Total,Total,TRUE,RHDELPCHOM,1414,1406,NA,NA,NA
157341,Place of delivery: Other,0.3,1,2016,RH_DELP_C_OTH,83566040,I,1000,Total,Total,FALSE,RHDELPCOTH,2091,2105,NA,NA,NA
157317,Place of delivery: Other,0.4,1,2016,RH_DELP_C_OTH,83566040,I,1000,Total,Total,FALSE,RHDELPCOTH,3572,3548,NA,NA,NA
463684,Place of delivery: Other,0.5,1,2016,RH_DELP_C_OTH,83566040,I,1000,Total,Total,TRUE,RHDELPCOTH,1414,1406,NA,NA,NA
157347,Place of delivery: Total,100,1,2016,RH_DELP_C_TOT,83566060,T,1000,Total,Total,FALSE,RHDELPCTOT,2091,2105,NA,NA,NA
157345,Place of delivery: Health facility,96,1,2016,RH_DELP_C_DHF,83566070,I,1000,Total,Total,FALSE,RHDELPCDHF,2091,2105,NA,NA,NA
157336,Place of delivery: Health facility,95.9,1,2016,RH_DELP_C_DHF,83566070,I,1000,Total,Total,FALSE,RHDELPCDHF,3572,3548,NA,NA,NA
463689,Place of delivery: Health facility,96.1,1,2016,RH_DELP_C_DHF,83566070,I,1000,Total,Total,TRUE,RHDELPCDHF,1414,1406,NA,NA,NA
157342,Number of live births (or stillbirths) in the last two (or three/five) years,2091,0,2016,RH_DELP_C_NUM,83566080,D,1000,Total,Total,FALSE,RHDELPCNUM,1414,2105,NA,NA,NA
157343,Number of live births (or stillbirths) in the last two (or three/five) years,3572,0,2016,RH_DELP_C_NUM,83566080,D,1000,Total,Total,FALSE,RHDELPCNUM,1414,3548,NA,NA,NA
473017,Number of live births (or stillbirths) in the last two (or three/five) years,1414,0,2016,RH_DELP_C_NUM,83566080,D,1000,Total,Total,TRUE,RHDELPCNUM,1414,1406,NA,NA,NA
157380,Number of live births (or stillbirths) in the last two (or three/five) years (unweighted),2105,0,2016,RH_DELP_C_UNW,83566090,U,1000,Total,Total,FALSE,RHDELPCUNW,2091,1406,NA,NA,NA
157373,Number of live births (or stillbirths) in the last two (or three/five) years (unweighted),3548,0,2016,RH_DELP_C_UNW,83566090,U,1000,Total,Total,FALSE,RHDELPCUNW,3572,1406,NA,NA,NA
345160,Number of live births (or stillbirths) in the last two (or three/five) years (unweighted),1406,0,2016,RH_DELP_C_UNW,83566090,U,1000,Total,Total,TRUE,RHDELPCUNW,1414,1406,NA,NA,NA
663099,Assistance during delivery: Doctor,29.1,1,2016,RH_DELA_C_DOC,83606010,I,1000,Total,Total,FALSE,RHDELACDOC,2091,2105,NA,NA,NA
373334,Assistance during delivery: Doctor,28.7,1,2016,RH_DELA_C_DOC,83606010,I,1000,Total,Total,FALSE,RHDELACDOC,3572,3548,NA,NA,NA
473060,Assistance during delivery: Doctor,29.5,1,2016,RH_DELA_C_DOC,83606010,I,1000,Total,Total,TRUE,RHDELACDOC,1414,1406,NA,NA,NA
663098,Assistance during delivery: Nurse/midwife,67.6,1,2016,RH_DELA_C_NRS,83606020,I,1000,Total,Total,FALSE,RHDELACNRS,2091,2105,NA,NA,NA
373337,Assistance during delivery: Nurse/midwife,68,1,2016,RH_DELA_C_NRS,83606020,I,1000,Total,Total,FALSE,RHDELACNRS,3572,3548,NA,NA,NA
663100,Assistance during delivery: Traditional birth attendant,0.2,1,2016,RH_DELA_C_TBA,83606060,I,1000,Total,Total,FALSE,RHDELACTBA,2091,2105,NA,NA,NA
373335,Assistance during delivery: Traditional birth attendant,0.1,1,2016,RH_DELA_C_TBA,83606060,I,1000,Total,Total,FALSE,RHDELACTBA,3572,3548,NA,NA,NA
663097,Assistance during delivery: Relative or other,1.6,1,2016,RH_DELA_C_REL,83606070,I,1000,Total,Total,FALSE,RHDELACREL,2091,2105,NA,NA,NA
